Timestamp,Class,X,Y,Length,Width,Rotation,ID
0.6000000000000001,3.0,5.622612,24.980576,4.5,1.9909022,-1.3742957,3_6
0.6000000000000001,3.0,2.4589345,24.196726,4.585365,1.9822787,1.741442,3_7
0.6000000000000001,6.0,-5.5728498,64.92329,7.4787064,3.039543,1.7269813,6_0
0.6000000000000001,6.0,20.61127,52.65415,12.31958,3.5096173,0.23469892,6_1
0.7000000000000001,3.0,5.896017,3.7019513,4.567095,2.2061188,1.7507668,3_0
0.7000000000000001,3.0,11.612745,13.980628,4.6002235,2.2345426,-1.3597945,3_1
0.7000000000000001,3.0,13.844387,3.2434363,4.5,2.0686362,-1.3916978,3_2
0.7000000000000001,3.0,10.5218315,-0.59263766,4.5,2.017372,-1.4000746,3_3
0.7000000000000001,3.0,16.991425,-14.49316,4.68329,2.0789692,-1.3621274,3_4
0.7000000000000001,3.0,13.8479,-18.303082,4.5,2.03,-1.3749591,3_8
0.7000000000000001,3.0,13.339499,24.344185,4.941311,2.2329586,-1.3964055,3_5
0.7000000000000001,3.0,5.5847597,24.992079,4.5,1.9909022,-1.3742121,3_6
0.7000000000000001,3.0,2.7103407,22.852226,4.585365,1.9822787,1.7415428,3_7
0.7000000000000001,0.0,5.155119,-26.836637,0.36591363,0.6069211,-1.3979483,0_0
0.7000000000000001,6.0,-5.42485,64.108925,7.4787064,3.039543,1.7270585,6_0
0.7000000000000001,6.0,20.51344,52.63825,12.31958,3.5096173,0.23478146,6_1
0.8,3.0,6.0925303,2.4485195,4.567095,2.2061188,1.7507852,3_0
0.8,3.0,11.45338,14.874766,4.6002235,2.2345426,-1.3598405,3_1
0.8,3.0,13.664946,4.1986384,4.5,2.0686362,-1.3917438,3_2
0.8,3.0,10.369077,0.13056311,4.5,2.017372,-1.4001206,3_3
0.8,3.0,16.850368,-13.787855,4.68329,2.0789692,-1.3621736,3_4
0.8,3.0,13.696659,-17.59816,4.5,2.03,-1.375005,3_8
0.8,3.0,13.341362,24.343246,4.941311,2.2329586,-1.3964516,3_5
0.8,3.0,5.5248284,25.008379,4.5,1.9909022,-1.3742582,3_6
0.8,3.0,2.9734428,21.496334,4.585365,1.9822787,1.7414795,3_7
0.8,0.0,5.1599116,-26.900389,0.3573731,0.60455364,-1.3993815,0_0
0.8,6.0,-5.267402,63.27813,7.4787064,3.039543,1.7270075,6_0
0.8,6.0,20.465534,52.626274,12.31958,3.5096173,0.2347321,6_1
0.8,30.0,17.314877,56.308914,6.255791,2.4074259,0.2265922101,30_0
0.9,3.0,6.300526,1.198314,4.567095,2.2061188,1.7508097,3_0
0.9,3.0,11.28867,15.769933,4.6002235,2.2345426,-1.3597516,3_1
0.9,3.0,10.215897,0.8305541,4.5,2.017372,-1.4000317,3_3
0.9,3.0,16.704897,-13.0666065,4.68329,2.0789692,-1.3620845,3_4
0.9,3.0,13.543858,-16.923433,4.5,2.03,-1.3749156,3_8
0.9,3.0,13.33742,24.344114,4.941311,2.2329586,-1.3963625,3_5
0.9,3.0,5.468292,25.013493,4.5,1.9909022,-1.3741692,3_6
0.9,3.0,3.2053578,20.190247,4.585365,1.9822787,1.7415599,3_7
0.9,0.0,5.138872,-26.817974,0.73174244,0.60942394,-1.4006242,0_0
0.9,6.0,-5.1217165,62.42454,7.4787064,3.039543,1.7270931,6_0
0.9,6.0,20.44015,52.622593,12.31958,3.5096173,0.23482352,6_1
0.9,30.0,17.307964,56.31021,6.255791,2.4074259,0.22668362,30_0
1.0,3.0,6.539537,-0.046377443,4.567095,2.2061188,1.7507751,3_0
1.0,3.0,10.070954,1.5074313,4.5,2.017372,-1.4000471,3_3
1.0,3.0,13.395984,-16.285984,4.5,2.03,-1.374931,3_8
1.0,3.0,13.338317,24.343975,4.941311,2.2329586,-1.3963779,3_5
1.0,3.0,5.460768,24.990904,4.5,1.9909022,-1.3741846,3_6
1.0,3.0,3.4228644,18.91714,4.585365,1.9822787,1.741547,3_7
1.0,3.0,19.719587,-30.55113,4.56717,2.0,-1.3900396999,3_10
1.0,3.0,11.126974,16.648844,4.6002235,2.2345426,-1.3597670999,3_11
1.0,3.0,13.529771,5.401796,4.5,2.0686362,-1.4084088999,3_12
1.0,3.0,16.555925,-12.331715,4.68329,2.0789692,-1.3620999999,3_13
1.0,0.0,5.1631117,-26.883476,0.37217554,0.61486477,-1.4019088,0_0
1.0,6.0,20.44388,52.620613,12.31958,3.5096173,0.23481034,6_1
1.0,30.0,17.309296,56.310093,6.255791,2.4074259,0.22667041,30_0
1.1,3.0,6.7894716,-1.2971576,4.567095,2.2061188,1.7509199,3_0
1.1,3.0,19.648941,-30.126328,4.56717,2.0,-1.3899128,3_10
1.1,3.0,10.95852,17.517761,4.6002235,2.2345426,-1.3596412,3_1
1.1,3.0,13.381262,6.1781635,4.5,2.0686362,-1.4103878,3_12
1.1,3.0,9.932764,2.1652677,4.5,2.017372,-1.3999213,3_3
1.1,3.0,16.40154,-11.579871,4.68329,2.0789692,-1.3619741,3_4
1.1,3.0,13.260371,-15.687919,4.5,2.03,-1.3748056,3_8
1.1,3.0,13.333835,24.345835,4.941311,2.2329586,-1.3962523,3_5
1.1,3.0,3.6338072,17.641712,4.585365,1.9822787,1.7416788,3_7
1.1,6.0,-4.822129,60.659477,7.4787064,3.039543,1.7272005,6_0
1.1,6.0,20.448523,52.623295,12.31958,3.5096173,0.23493892,6_1
1.1,30.0,17.300907,56.312622,6.255791,2.4074259,0.22679904,30_0
1.2000000000000002,3.0,7.0350757,-2.5701544,4.567095,2.2061188,1.7509063,3_0
1.2000000000000002,3.0,19.571651,-29.694557,4.56717,2.0,-1.3899399,3_10
1.2000000000000002,3.0,10.790491,18.376797,4.6002235,2.2345426,-1.3596687,3_1
1.2000000000000002,3.0,13.190156,7.0645385,4.5,2.0686362,-1.4083122,3_12
1.2000000000000002,3.0,9.805517,2.8015451,4.5,2.017372,-1.3999493,3_3
1.2000000000000002,3.0,16.24104,-10.817229,4.68329,2.0789692,-1.3620018,3_4
1.2000000000000002,3.0,13.136985,-15.122602,4.5,2.03,-1.3748344,3_8
1.2000000000000002,3.0,13.334795,24.345287,4.941311,2.2329586,-1.3962802,3_5
1.2000000000000002,3.0,3.8605978,16.33425,4.585365,1.9822787,1.7416544,3_7
1.2000000000000002,0.0,5.1611805,-26.871769,0.43750262,0.6132396,-1.4041343,0_0
1.2000000000000002,6.0,-4.6643224,59.75337,7.4787064,3.039543,1.7271725,6_0
1.2000000000000002,6.0,20.462326,52.621944,12.31958,3.5096173,0.23490712,6_1
1.3,3.0,7.272546,-3.8661659,4.567095,2.2061188,1.7508383,3_0
1.3,3.0,19.48863,-29.249012,4.56717,2.0,-1.3900113,3_10
1.3,3.0,10.615479,19.230919,4.6002235,2.2345426,-1.3597403,3_1
1.3,3.0,13.010981,7.9029365,4.5,2.0686362,-1.4073211,3_12
1.3,3.0,9.684291,3.417899,4.5,2.017372,-1.4000207,3_3
1.3,3.0,12.999171,-14.513713,4.5,2.03,-1.3749063,3_8
1.3,3.0,4.097001,14.996749,4.585365,1.9822787,1.7415837,3_7
1.3,0.0,5.165383,-26.88354,0.36767575,0.603942,-1.4052459,0_0
1.3,6.0,-4.504239,58.835155,7.4787064,3.039543,1.7271018,6_0
1.3,6.0,20.465446,52.617435,12.31958,3.5096173,0.23483266,6_1
1.4,3.0,7.5098524,-5.1826825,4.567095,2.2061188,1.7507548,3_0
1.4,3.0,19.40614,-28.782269,4.56717,2.0,-1.3900918,3_10
1.4,3.0,10.43465,20.084927,4.6002235,2.2345426,-1.35982,3_1
1.4,3.0,12.848658,8.691624,4.5,2.0686362,-1.4077034,3_12
1.4,3.0,9.571505,4.015865,4.5,2.017372,-1.4001005,3_3
1.4,3.0,12.91299,-14.197463,4.5,2.03,-1.3749845,3_8
1.4,3.0,13.334501,24.342314,4.941311,2.2329586,-1.3964313,3_5
1.4,3.0,4.3421035,13.6391735,4.585365,1.9822787,1.7415029,3_7
1.4,0.0,5.160716,-26.857162,0.3565779,0.5970436,-1.4062756,0_0
1.4,6.0,-4.3398447,57.90827,7.4787064,3.039543,1.7270232,6_0
1.4,6.0,20.460764,52.61163,12.31958,3.5096173,0.23475108,6_1
1.5,3.0,7.7501388,-6.5165367,4.567095,2.2061188,1.7508069,3_0
1.5,3.0,19.327826,-28.284979,4.56717,2.0,-1.3900344,3_10
1.5,3.0,10.242016,20.944332,4.6002235,2.2345426,-1.3597608,3_1
1.5,3.0,12.686803,9.469167,4.5,2.0686362,-1.4084047,3_12
1.5,3.0,9.463146,4.597753,4.5,2.017372,-1.4000413,3_3
1.5,3.0,15.753429,-8.448631,4.68329,2.0789692,-1.3620938,3_4
1.5,3.0,13.054563,-14.918567,4.5,2.03,-1.3749254,3_8
1.5,3.0,13.329541,24.343287,4.941311,2.2329586,-1.3963722,3_5
1.5,3.0,5.52202,24.908478,4.5,1.9909022,-1.3741786,3_6
1.5,3.0,4.58803,12.271781,4.585365,1.9822787,1.7415602,3_7
1.5,6.0,-4.18131,56.97542,7.4787064,3.039543,1.7270839,6_0
1.6,3.0,7.999519,-7.8691444,4.567095,2.2061188,1.750709,3_0
1.6,3.0,19.250525,-27.757484,4.56717,2.0,-1.3901286,3_10
1.6,3.0,12.521244,10.260462,4.5,2.0686362,-1.4089758,3_12
1.6,3.0,9.362663,5.16046,4.5,2.017372,-1.4001324,3_3
1.6,3.0,15.615027,-7.6310105,4.68329,2.0789692,-1.3621848,3_4
1.6,3.0,5.4721575,24.95134,4.5,1.9909022,-1.3742696,3_6
1.6,3.0,4.8380456,10.901613,4.585365,1.9822787,1.7414677,3_7
1.6,0.0,5.1424074,-26.865587,0.3516044,0.6860651,-1.4079092,0_0
1.6,6.0,-4.008352,56.039845,7.4787064,3.039543,1.7269943,6_0
1.7000000000000002,3.0,8.258795,-9.236529,4.567095,2.2061188,1.7505825,3_0
1.7000000000000002,3.0,12.349145,11.069358,4.5,2.0686362,-1.409235,3_12
1.7000000000000002,3.0,9.266169,5.7058973,4.5,2.017372,-1.4002552,3_3
1.7000000000000002,3.0,15.477703,-6.802175,4.68329,2.0789692,-1.3623078,3_4
1.7000000000000002,3.0,5.4327083,24.975372,4.5,1.9909022,-1.3743926,3_6
1.7000000000000002,3.0,5.0845666,9.53962,4.585365,1.9822787,1.7413447,3_7
1.7000000000000002,6.0,-3.8299994,55.104073,7.4787064,3.039543,1.7268728,6_0
1.7000000000000002,6.0,20.416588,52.59652,12.31958,3.5096173,0.23459841,6_1
1.7000000000000002,30.0,17.306076,56.305054,6.255791,2.4074259,0.22645858,30_0
1.8,3.0,8.526226,-10.611162,4.567095,2.2061188,1.7504264,3_0
1.8,3.0,9.682948,23.566387,4.6002235,2.2345426,-1.3601301,3_1
1.8,3.0,12.177368,11.891175,4.5,2.0686362,-1.4092884,3_12
1.8,3.0,9.176202,6.234679,4.5,2.017372,-1.4004102,3_3
1.8,3.0,15.327035,-5.965693,4.68329,2.0789692,-1.362463,3_4
1.8,3.0,12.383706,-11.800052,4.5,2.03,-1.3752322,3_8
1.8,3.0,5.4100294,24.980598,4.5,1.9909022,-1.3745477,3_6
1.8,3.0,5.3284492,8.199998,4.585365,1.9822787,1.74119,3_7
1.8,6.0,-3.6424882,54.170338,7.4787064,3.039543,1.7267188,6_0
1.8,6.0,20.412086,52.59113,12.31958,3.5096173,0.23444135,6_1
1.9,3.0,8.795959,-11.981965,4.567095,2.2061188,1.7504472,3_0
1.9,3.0,9.511739,24.468473,4.6002235,2.2345426,-1.3601109,3_1
1.9,3.0,9.088896,6.749916,4.5,2.017372,-1.4003904,3_3
1.9,3.0,15.152801,-5.120646,4.68329,2.0789692,-1.3624438,3_4
1.9,3.0,12.331615,-11.360936,4.5,2.03,-1.3751785,3_8
1.9,3.0,13.325235,24.337059,4.941311,2.2329586,-1.3967214,3_5
1.9,3.0,5.394288,24.975729,4.5,1.9909022,-1.3745283,3_6
1.9,3.0,5.565267,6.87102,4.585365,1.9822787,1.7412097,3_7
1.9,6.0,-3.4599905,53.237976,7.4787064,3.039543,1.7267394,6_0
1.9,6.0,20.404911,52.592197,12.31958,3.5096173,0.2344616,6_1
1.9,30.0,17.306675,56.30141,6.255791,2.4074259,0.2263216,30_0
2.0,3.0,9.0646925,-13.341075,4.567095,2.2061188,1.7505373,3_0
2.0,3.0,9.349632,25.386768,4.6002235,2.2345426,-1.3600227,3_1
2.0,3.0,9.008511,7.2516794,4.5,2.017372,-1.400302,3_3
2.0,3.0,14.981031,-4.268621,4.68329,2.0789692,-1.3623556,3_4
2.0,3.0,12.321347,-10.874608,4.5,2.03,-1.3751868,3_8
2.0,3.0,13.324275,24.338514,4.941311,2.2329586,-1.396633,3_5
2.0,3.0,5.810589,5.4918227,4.585365,1.9822787,1.7412981,3_7
2.0,3.0,0.868635,31.417381,4.5165815,2.0381668,1.7856864001,3_14
2.0,3.0,5.3899283,24.967237,4.5,1.9909022,-1.3744400999,3_15
2.0,0.0,5.1236744,-26.84624,0.35690376,0.66683096,-1.409894,0_0
2.0,6.0,-3.272421,52.306366,7.4787064,3.039543,1.726828,6_0
2.0,6.0,20.408634,52.598373,12.31958,3.5096173,0.2345479,6_1
2.1,3.0,9.318091,-14.6826315,4.567095,2.2061188,1.7504925,3_0
2.1,3.0,1.0850874,30.2834,4.5165815,2.0381668,1.7857181,3_14
2.1,3.0,9.189761,26.318686,4.6002235,2.2345426,-1.3600683,3_1
2.1,3.0,11.687904,14.398922,4.5,2.0686362,-1.4085519,3_12
2.1,3.0,14.836782,-3.412736,4.68329,2.0789692,-1.3624014,3_4
2.1,3.0,12.266418,-10.501877,4.5,2.03,-1.3755051,3_8
2.1,3.0,13.3264885,24.337927,4.941311,2.2329586,-1.3966799,3_5
2.1,3.0,5.3945436,24.960157,4.5,1.9909022,-1.3744862,3_15
2.1,3.0,6.089636,4.184803,4.585365,1.9822787,1.7412511,3_7
2.1,0.0,5.13739,-26.879385,0.35865355,0.64083725,-1.4100654,0_0
2.1,6.0,-3.0747538,51.374214,7.4787064,3.039543,1.7267807,6_0
2.1,6.0,20.42474,52.604477,12.31958,3.5096173,0.23449935,6_1
2.1,30.0,17.30793,56.302666,6.255791,2.4074259,0.22635956,30_0
2.2,3.0,9.555777,-16.00393,4.567095,2.2061188,1.7504536,3_0
2.2,3.0,1.302577,29.13822,4.5165815,2.0381668,1.7857378,3_14
2.2,3.0,18.654037,-24.042723,4.56717,2.0,-1.3904068,3_10
2.2,3.0,9.022624,27.264233,4.6002235,2.2345426,-1.3601083,3_1
2.2,3.0,11.5443535,15.230973,4.5,2.0686362,-1.4085647,3_12
2.2,3.0,8.854686,8.219634,4.5,2.017372,-1.4003888,3_3
2.2,3.0,14.72949,-2.5495894,4.68329,2.0789692,-1.3624412,3_4
2.2,3.0,12.146031,-10.136156,4.5,2.03,-1.3758024,3_8
2.2,3.0,13.327736,24.337517,4.941311,2.2329586,-1.3967197,3_5
2.2,3.0,5.401986,24.960915,4.5,1.9909022,-1.374526,3_15
2.2,3.0,6.379526,2.9161062,4.585365,1.9822787,1.7412113,3_7
2.2,0.0,5.1399765,-26.851286,0.36124983,0.6160532,-1.4100839,0_0
2.2,6.0,-2.8772771,50.439827,7.4787064,3.039543,1.7267405,6_0
2.2,6.0,20.43477,52.612118,12.31958,3.5096173,0.23446192,6_1
2.3000000000000003,3.0,9.788288,-17.335041,4.567095,2.2061188,1.7505056,3_0
2.3000000000000003,3.0,1.5167868,27.98126,4.5165815,2.0381668,1.7858281,3_14
2.3000000000000003,3.0,18.513214,-23.389198,4.56717,2.0,-1.3903521,3_10
2.3000000000000003,3.0,8.84622,28.214462,4.6002235,2.2345426,-1.3600571,3_1
2.3000000000000003,3.0,11.402119,16.06128,4.5,2.0686362,-1.4085917,3_12
2.3000000000000003,3.0,8.776522,8.694542,4.5,2.017372,-1.4003369,3_3
2.3000000000000003,3.0,14.577964,-1.6774683,4.68329,2.0789692,-1.36239,3_4
2.3000000000000003,3.0,12.04422,-9.687219,4.5,2.03,-1.3757436,3_8
2.3000000000000003,3.0,13.324711,24.338428,4.941311,2.2329586,-1.3966678,3_5
2.3000000000000003,3.0,5.40774,24.968287,4.5,1.9909022,-1.3744746,3_15
2.3000000000000003,3.0,6.647248,1.6160562,4.585365,1.9822787,1.7412633,3_7
2.3000000000000003,0.0,5.1192346,-26.718431,0.5681253,0.6108794,-1.4098576,0_0
2.3000000000000003,6.0,-2.6864827,49.501724,7.4787064,3.039543,1.7267925,6_0
2.3000000000000003,6.0,20.426449,52.622093,12.31958,3.5096173,0.23451579,6_1
2.4000000000000004,3.0,10.025429,-18.720947,4.567095,2.2061188,1.7501959,3_0
2.4000000000000004,3.0,1.7441438,26.809553,4.5165815,2.0381668,1.785535,3_14
2.4000000000000004,3.0,18.352037,-22.750887,4.56717,2.0,-1.3906546,3_10
2.4000000000000004,3.0,8.682242,29.152344,4.6002235,2.2345426,-1.3603663,3_1
2.4000000000000004,3.0,11.265871,16.88571,4.5,2.0686362,-1.4090084,3_12
2.4000000000000004,3.0,8.70479,9.161374,4.5,2.017372,-1.4006464,3_3
2.4000000000000004,3.0,12.014017,-9.197062,4.5,2.03,-1.3755307,3_8
2.4000000000000004,3.0,13.333827,24.333305,4.941311,2.2329586,-1.3969773,3_5
2.4000000000000004,3.0,5.4273906,24.974993,4.5,1.9909022,-1.374784,3_15
2.4000000000000004,3.0,6.890298,0.29686108,4.585365,1.9822787,1.7409537,3_7
2.4000000000000004,6.0,-2.4754345,48.558662,7.4787064,3.039543,1.7264824,6_0
2.4000000000000004,6.0,20.42783,52.623474,12.31958,3.5096173,0.23420325,6_1
2.5,3.0,10.276924,-20.1764,4.567095,2.2061188,1.7498482,3_0
2.5,3.0,1.968267,25.623638,4.5165815,2.0381668,1.7851784,3_14
2.5,3.0,18.171623,-22.126888,4.56717,2.0,-1.3909899,3_10
2.5,3.0,8.518892,30.070007,4.6002235,2.2345426,-1.3607131,3_1
2.5,3.0,11.118445,17.711721,4.5,2.0686362,-1.4094268,3_12
2.5,3.0,8.630485,9.621776,4.5,2.017372,-1.4009937,3_3
2.5,3.0,11.935459,-8.931289,4.5,2.03,-1.3758776,3_8
2.5,3.0,13.340466,24.327362,4.941311,2.2329586,-1.3973246,3_5
2.5,3.0,5.4456434,24.980234,4.5,1.9909022,-1.3751309,3_15
2.5,3.0,7.105771,-1.011265,4.585365,1.9822787,1.7406065,3_7
2.5,0.0,5.0927415,-26.877865,0.35857332,0.6404997,-1.4096805,0_0
2.5,6.0,-2.268877,47.60924,7.4787064,3.039543,1.7261347,6_0
2.5,6.0,20.42473,52.62306,12.31958,3.5096173,0.23385371,6_1
2.6,3.0,10.58388,-21.61262,4.567095,2.2061188,1.751337,3_0
2.6,3.0,2.1454208,24.433907,4.5165815,2.0381668,1.7866287,3_14
2.6,3.0,18.036732,-21.449589,4.56717,2.0,-1.3895006,3_10
2.6,3.0,10.929562,18.57129,4.5,2.0686362,-1.4079678,3_12
2.6,3.0,8.537458,10.095698,4.5,2.017372,-1.3995042,3_3
2.6,3.0,14.147283,0.8431636,4.68329,2.0789692,-1.3615571,3_4
2.6,3.0,11.863195,-8.623065,4.5,2.03,-1.37939,3_8
2.6,3.0,13.3012295,24.352678,4.941311,2.2329586,-1.3958352,3_5
2.6,3.0,5.41741,24.997864,4.5,1.9909022,-1.3736418,3_15
2.6,3.0,7.3280554,-2.3054378,4.585365,1.9822787,1.742096,3_7
2.6,0.0,5.1269903,-26.884457,0.3574106,0.6571085,-1.4075173,0_0
2.6,6.0,-2.1536617,46.655277,7.4787064,3.039543,1.7276239,6_0
2.6,6.0,20.333845,52.665493,12.31958,3.5096173,0.23534767,6_1
2.6,30.0,17.25501,56.32074,6.255791,2.4074259,0.22720776010000002,30_1
2.7,3.0,10.866889,-23.019651,4.567095,2.2061188,1.7509845,3_0
2.7,3.0,2.3709614,23.218145,4.5165815,2.0381668,1.7862062,3_14
2.7,3.0,17.937468,-20.707678,4.56717,2.0,-1.3899105,3_10
2.7,3.0,10.774117,19.414652,4.5,2.0686362,-1.4083204,3_12
2.7,3.0,8.466422,10.534478,4.5,2.017372,-1.3998567,3_3
2.7,3.0,13.95293,1.8316675,4.68329,2.0789692,-1.3619095,3_4
2.7,3.0,11.7831545,-8.283091,4.5,2.03,-1.3886844,3_8
2.7,3.0,5.438138,24.990564,4.5,1.9909022,-1.3739941,3_15
2.7,3.0,7.5773764,-3.6455371,4.585365,1.9822787,1.7417436,3_7
2.7,0.0,5.1190934,-26.842213,0.36790538,0.67365193,-1.4070156,0_0
2.7,6.0,-1.9525205,45.68995,7.4787064,3.039543,1.7272713,6_0
2.7,6.0,20.36973,52.661266,12.31958,3.5096173,0.23499472,6_1
2.8000000000000003,3.0,11.138102,-24.397713,4.567095,2.2061188,1.7499902,3_0
2.8000000000000003,3.0,2.608938,21.983114,4.5165815,2.0381668,1.7851087,3_14
2.8000000000000003,3.0,17.836756,-19.9775,4.56717,2.0,-1.390947,3_10
2.8000000000000003,3.0,10.633792,20.26526,4.5,2.0686362,-1.4092946,3_12
2.8000000000000003,3.0,8.4043045,10.950524,4.5,2.017372,-1.400851,3_3
2.8000000000000003,3.0,13.8257885,2.4627335,4.68329,2.0789692,-1.3629037,3_4
2.8000000000000003,3.0,5.4745226,24.966478,4.5,1.9909022,-1.3749884,3_15
2.8000000000000003,3.0,7.8311086,-4.998797,4.585365,1.9822787,1.7407491,3_7
2.8000000000000003,0.0,5.1339283,-26.822441,0.3667146,0.6168743,-1.4069685,0_0
2.8000000000000003,6.0,-1.7274272,44.71503,7.4787064,3.039543,1.7262768,6_0
2.8000000000000003,6.0,20.480257,52.63937,12.31958,3.5096173,0.23400028,6_1
2.9000000000000004,3.0,11.429988,-25.758686,4.567095,2.2061188,1.7501038,3_0
2.9000000000000004,3.0,2.8182592,20.74074,4.5165815,2.0381668,1.7850894,3_14
2.9000000000000004,3.0,17.744411,-19.246895,4.56717,2.0,-1.3908443,3_10
2.9000000000000004,3.0,10.474661,21.15199,4.5,2.0686362,-1.4091507,3_12
2.9000000000000004,3.0,8.329687,11.360916,4.5,2.017372,-1.4007375,3_3
2.9000000000000004,3.0,13.635127,3.4404495,4.68329,2.0789692,-1.3627901,3_4
2.9000000000000004,3.0,11.641026,-7.599028,4.5,2.03,-1.4081982,3_8
2.9000000000000004,3.0,5.479261,24.939184,4.5,1.9909022,-1.374875,3_15
2.9000000000000004,3.0,8.071873,-6.3228216,4.585365,1.9822787,1.7408626,3_7
2.9000000000000004,6.0,-1.559197,43.732983,7.4787064,3.039543,1.7263901,6_0
