Timestamp,Score,X,Y,Z,Length,Width,Rotation,Class,ID
0.6000000000000001,1,5.622612,24.980576,1.2152029,4.5,1.9909022,-1.3742957,3,8
0.6000000000000001,1,2.4589345,24.196726,0.90455765,4.585365,1.9822787,1.741442,3,9
0.6000000000000001,1,-5.5728498,64.92329,1.773444,7.4787064,3.039543,1.7269813,6,1
0.6000000000000001,1,20.61127,52.65415,3.8089218,12.31958,3.5096173,0.23469892,6,2
0.7000000000000001,1,5.896017,3.7019513,0.64961594,4.567095,2.2061188,1.7507668,3,1
0.7000000000000001,1,11.612745,13.980628,1.3313179,4.6002235,2.2345426,-1.3597945,3,2
0.7000000000000001,1,13.844387,3.2434363,1.1805239,4.5,2.0686362,-1.3916978,3,3
0.7000000000000001,1,10.5218315,-0.59263766,1.0077305,4.5,2.017372,-1.4000746,3,4
0.7000000000000001,1,16.991425,-14.49316,0.9009361,4.68329,2.0789692,-1.3621274,3,5
0.7000000000000001,1,13.8479,-18.303082,0.74277663,4.5,2.03,-1.3749591,3,6
0.7000000000000001,1,13.339499,24.344185,1.5962535,4.941311,2.2329586,-1.3964055,3,7
0.7000000000000001,1,5.5847597,24.992079,1.1929573,4.5,1.9909022,-1.3742121,3,8
0.7000000000000001,1,2.7103407,22.852226,0.8355561,4.585365,1.9822787,1.7415428,3,9
0.7000000000000001,1,5.155119,-26.836637,0.2039857,0.36591363,0.6069211,-1.3979483,0,1
0.7000000000000001,1,-5.42485,64.108925,1.7347561,7.4787064,3.039543,1.7270585,6,1
0.7000000000000001,1,20.51344,52.63825,3.8046741,12.31958,3.5096173,0.23478146,6,2
0.8,1,6.0925303,2.4485195,0.6047848,4.567095,2.2061188,1.7507852,3,1
0.8,1,11.45338,14.874766,1.3027897,4.6002235,2.2345426,-1.3598405,3,2
0.8,1,13.664946,4.1986384,1.1760163,4.5,2.0686362,-1.3917438,3,3
0.8,1,10.369077,0.13056311,1.0459267,4.5,2.017372,-1.4001206,3,4
0.8,1,16.850368,-13.787855,0.9084178,4.68329,2.0789692,-1.3621736,3,5
0.8,1,13.696659,-17.59816,0.72240114,4.5,2.03,-1.375005,3,6
0.8,1,13.341362,24.343246,1.5971527,4.941311,2.2329586,-1.3964516,3,7
0.8,1,5.5248284,25.008379,1.1873722,4.5,1.9909022,-1.3742582,3,8
0.8,1,2.9734428,21.496334,0.7581597,4.585365,1.9822787,1.7414795,3,9
0.8,1,5.1599116,-26.900389,0.20638898,0.3573731,0.60455364,-1.3993815,0,1
0.8,1,-5.267402,63.27813,1.7209008,7.4787064,3.039543,1.7270075,6,1
0.8,1,20.465534,52.626274,3.8046136,12.31958,3.5096173,0.2347321,6,2
0.8,1,17.314877,56.308914,3.5765142,6.255791,2.4074259,0.22659221,30,1
0.9,1,6.300526,1.198314,0.56844497,4.567095,2.2061188,1.7508097,3,1
0.9,1,11.28867,15.769933,1.2851056,4.6002235,2.2345426,-1.3597516,3,2
0.9,1,10.215897,0.8305541,1.0931442,4.5,2.017372,-1.4000317,3,4
0.9,1,16.704897,-13.0666065,0.92299694,4.68329,2.0789692,-1.3620845,3,5
0.9,1,13.543858,-16.923433,0.7033777,4.5,2.03,-1.3749156,3,6
0.9,1,13.33742,24.344114,1.5969778,4.941311,2.2329586,-1.3963625,3,7
0.9,1,5.468292,25.013493,1.1886264,4.5,1.9909022,-1.3741692,3,8
0.9,1,3.2053578,20.190247,0.72849476,4.585365,1.9822787,1.7415599,3,9
0.9,1,5.138872,-26.817974,0.210653,0.73174244,0.60942394,-1.4006242,0,1
0.9,1,-5.1217165,62.42454,1.7231569,7.4787064,3.039543,1.7270931,6,1
0.9,1,20.44015,52.622593,3.8029726,12.31958,3.5096173,0.23482352,6,2
0.9,1,17.307964,56.31021,3.5754044,6.255791,2.4074259,0.22668362,30,1
1.0,1,6.539537,-0.046377443,0.55556387,4.567095,2.2061188,1.7507751,3,1
1.0,1,19.719587,-30.55113,0.5793959,4.56717,2.0,-1.3900397,3,13
1.0,1,11.126974,16.648844,1.2878665,4.6002235,2.2345426,-1.3597671,3,2
1.0,1,13.529771,5.401796,1.1760395,4.5,2.0686362,-1.4084089,3,3
1.0,1,10.070954,1.5074313,1.1351554,4.5,2.017372,-1.4000471,3,4
1.0,1,16.555925,-12.331715,0.9411207,4.68329,2.0789692,-1.3621,3,5
1.0,1,13.395984,-16.285984,0.6847579,4.5,2.03,-1.374931,3,6
1.0,1,13.338317,24.343975,1.596671,4.941311,2.2329586,-1.3963779,3,7
1.0,1,5.460768,24.990904,1.1906395,4.5,1.9909022,-1.3741846,3,8
1.0,1,3.4228644,18.91714,0.739191,4.585365,1.9822787,1.741547,3,9
1.0,1,5.1631117,-26.883476,0.21629065,0.37217554,0.61486477,-1.4019088,0,1
1.0,1,20.44388,52.620613,3.801753,12.31958,3.5096173,0.23481034,6,2
1.0,1,17.309296,56.310093,3.5738373,6.255791,2.4074259,0.22667041,30,1
1.1,1,6.7894716,-1.2971576,0.55082506,4.567095,2.2061188,1.7509199,3,1
1.1,1,19.648941,-30.126328,0.58141524,4.56717,2.0,-1.3899128,3,13
1.1,1,10.95852,17.517761,1.3020147,4.6002235,2.2345426,-1.3596412,3,2
1.1,1,13.381262,6.1781635,1.165256,4.5,2.0686362,-1.4103878,3,3
1.1,1,9.932764,2.1652677,1.159743,4.5,2.017372,-1.3999213,3,4
1.1,1,16.40154,-11.579871,0.9571245,4.68329,2.0789692,-1.3619741,3,5
1.1,1,13.260371,-15.687919,0.6668015,4.5,2.03,-1.3748056,3,6
1.1,1,13.333835,24.345835,1.5935442,4.941311,2.2329586,-1.3962523,3,7
1.1,1,3.6338072,17.641712,0.7612734,4.585365,1.9822787,1.7416788,3,9
1.1,1,-4.822129,60.659477,1.7798904,7.4787064,3.039543,1.7272005,6,1
1.1,1,20.448523,52.623295,3.7963743,12.31958,3.5096173,0.23493892,6,2
1.1,1,17.300907,56.312622,3.5677493,6.255791,2.4074259,0.22679904,30,1
1.2000000000000002,1,7.0350757,-2.5701544,0.5370888,4.567095,2.2061188,1.7509063,3,1
1.2000000000000002,1,19.571651,-29.694557,0.5757725,4.56717,2.0,-1.3899399,3,13
1.2000000000000002,1,10.790491,18.376797,1.3228589,4.6002235,2.2345426,-1.3596687,3,2
1.2000000000000002,1,13.190156,7.0645385,1.1626097,4.5,2.0686362,-1.4083122,3,3
1.2000000000000002,1,9.805517,2.8015451,1.1674826,4.5,2.017372,-1.3999493,3,4
1.2000000000000002,1,16.24104,-10.817229,0.9632475,4.68329,2.0789692,-1.3620018,3,5
1.2000000000000002,1,13.136985,-15.122602,0.6473176,4.5,2.03,-1.3748344,3,6
1.2000000000000002,1,13.334795,24.345287,1.5902805,4.941311,2.2329586,-1.3962802,3,7
1.2000000000000002,1,3.8605978,16.33425,0.7753795,4.585365,1.9822787,1.7416544,3,9
1.2000000000000002,1,5.1611805,-26.871769,0.2209039,0.43750262,0.6132396,-1.4041343,0,1
1.2000000000000002,1,-4.6643224,59.75337,1.8316606,7.4787064,3.039543,1.7271725,6,1
1.2000000000000002,1,20.462326,52.621944,3.792233,12.31958,3.5096173,0.23490712,6,2
1.3,1,7.272546,-3.8661659,0.5176827,4.567095,2.2061188,1.7508383,3,1
1.3,1,19.48863,-29.249012,0.5721002,4.56717,2.0,-1.3900113,3,13
1.3,1,10.615479,19.230919,1.3480979,4.6002235,2.2345426,-1.3597403,3,2
1.3,1,13.010981,7.9029365,1.1926644,4.5,2.0686362,-1.4073211,3,3
1.3,1,9.684291,3.417899,1.1663324,4.5,2.017372,-1.4000207,3,4
1.3,1,12.999171,-14.513713,0.63081855,4.5,2.03,-1.3749063,3,6
1.3,1,4.097001,14.996749,0.7801297,4.585365,1.9822787,1.7415837,3,9
1.3,1,5.165383,-26.88354,0.22108048,0.36767575,0.603942,-1.4052459,0,1
1.3,1,-4.504239,58.835155,1.8917527,7.4787064,3.039543,1.7271018,6,1
1.3,1,20.465446,52.617435,3.7958932,12.31958,3.5096173,0.23483266,6,2
1.4000000000000001,1,7.5098524,-5.1826825,0.49579817,4.567095,2.2061188,1.7507548,3,1
1.4000000000000001,1,19.40614,-28.782269,0.56809443,4.56717,2.0,-1.3900918,3,13
1.4000000000000001,1,10.43465,20.084927,1.3671012,4.6002235,2.2345426,-1.35982,3,2
1.4000000000000001,1,12.848658,8.691624,1.2393743,4.5,2.0686362,-1.4077034,3,3
1.4000000000000001,1,9.571505,4.015865,1.1572397,4.5,2.017372,-1.4001005,3,4
1.4000000000000001,1,12.91299,-14.197463,0.6149905,4.5,2.03,-1.3749845,3,6
1.4000000000000001,1,13.334501,24.342314,1.5935823,4.941311,2.2329586,-1.3964313,3,7
1.4000000000000001,1,4.3421035,13.6391735,0.77599525,4.585365,1.9822787,1.7415029,3,9
1.4000000000000001,1,5.160716,-26.857162,0.22151594,0.3565779,0.5970436,-1.4062756,0,1
1.4000000000000001,1,-4.3398447,57.90827,1.9517863,7.4787064,3.039543,1.7270232,6,1
1.4000000000000001,1,20.460764,52.61163,3.798711,12.31958,3.5096173,0.23475108,6,2
1.5,1,7.7501388,-6.5165367,0.47498012,4.567095,2.2061188,1.7508069,3,1
1.5,1,19.327826,-28.284979,0.5622908,4.56717,2.0,-1.3900344,3,13
1.5,1,10.242016,20.944332,1.3729681,4.6002235,2.2345426,-1.3597608,3,2
1.5,1,12.686803,9.469167,1.2805531,4.5,2.0686362,-1.4084047,3,3
1.5,1,9.463146,4.597753,1.1420456,4.5,2.017372,-1.4000413,3,4
1.5,1,15.753429,-8.448631,0.94158363,4.68329,2.0789692,-1.3620938,3,5
1.5,1,13.054563,-14.918567,0.5954456,4.5,2.03,-1.3749254,3,6
1.5,1,13.329541,24.343287,1.592968,4.941311,2.2329586,-1.3963722,3,7
1.5,1,5.52202,24.908478,1.18883,4.5,1.9909022,-1.3741786,3,8
1.5,1,4.58803,12.271781,0.76425153,4.585365,1.9822787,1.7415602,3,9
1.5,1,-4.18131,56.97542,2.00495,7.4787064,3.039543,1.7270839,6,1
1.6,1,7.999519,-7.8691444,0.46107864,4.567095,2.2061188,1.750709,3,1
1.6,1,19.250525,-27.757484,0.55552536,4.56717,2.0,-1.3901286,3,13
1.6,1,12.521244,10.260462,1.301771,4.5,2.0686362,-1.4089758,3,3
1.6,1,9.362663,5.16046,1.1254762,4.5,2.017372,-1.4001324,3,4
1.6,1,15.615027,-7.6310105,0.92501616,4.68329,2.0789692,-1.3621848,3,5
1.6,1,5.4721575,24.95134,1.1862651,4.5,1.9909022,-1.3742696,3,8
1.6,1,4.8380456,10.901613,0.749042,4.585365,1.9822787,1.7414677,3,9
1.6,1,5.1424074,-26.865587,0.22310272,0.3516044,0.6860651,-1.4079092,0,1
1.6,1,-4.008352,56.039845,2.048501,7.4787064,3.039543,1.7269943,6,1
1.7000000000000002,1,8.258795,-9.236529,0.45705134,4.567095,2.2061188,1.7505825,3,1
1.7000000000000002,1,12.349145,11.069358,1.3065727,4.5,2.0686362,-1.409235,3,3
1.7000000000000002,1,9.266169,5.7058973,1.1122439,4.5,2.017372,-1.4002552,3,4
1.7000000000000002,1,15.477703,-6.802175,0.91760916,4.68329,2.0789692,-1.3623078,3,5
1.7000000000000002,1,5.4327083,24.975372,1.1860939,4.5,1.9909022,-1.3743926,3,8
1.7000000000000002,1,5.0845666,9.53962,0.7347809,4.585365,1.9822787,1.7413447,3,9
1.7000000000000002,1,-3.8299994,55.104073,2.0812354,7.4787064,3.039543,1.7268728,6,1
1.7000000000000002,1,20.416588,52.59652,3.796531,12.31958,3.5096173,0.23459841,6,2
1.7000000000000002,1,17.306076,56.305054,3.5704954,6.255791,2.4074259,0.22645858,30,1
1.8,1,8.526226,-10.611162,0.45636544,4.567095,2.2061188,1.7504264,3,1
1.8,1,9.682948,23.566387,1.3647605,4.6002235,2.2345426,-1.3601301,3,2
1.8,1,12.177368,11.891175,1.299316,4.5,2.0686362,-1.4092884,3,3
1.8,1,9.176202,6.234679,1.1045172,4.5,2.017372,-1.4004102,3,4
1.8,1,15.327035,-5.965693,0.9285432,4.68329,2.0789692,-1.362463,3,5
1.8,1,12.383706,-11.800052,0.7148487,4.5,2.03,-1.3752322,3,6
1.8,1,5.4100294,24.980598,1.1882217,4.5,1.9909022,-1.3745477,3,8
1.8,1,5.3284492,8.199998,0.72600853,4.585365,1.9822787,1.74119,3,9
1.8,1,-3.6424882,54.170338,2.101802,7.4787064,3.039543,1.7267188,6,1
1.8,1,20.412086,52.59113,3.8023717,12.31958,3.5096173,0.23444135,6,2
1.9000000000000001,1,8.795959,-11.981965,0.45553303,4.567095,2.2061188,1.7504472,3,1
1.9000000000000001,1,9.511739,24.468473,1.3725398,4.6002235,2.2345426,-1.3601109,3,2
1.9000000000000001,1,9.088896,6.749916,1.108731,4.5,2.017372,-1.4003904,3,4
1.9000000000000001,1,15.152801,-5.120646,0.9701133,4.68329,2.0789692,-1.3624438,3,5
1.9000000000000001,1,12.331615,-11.360936,0.7665056,4.5,2.03,-1.3751785,3,6
1.9000000000000001,1,13.325235,24.337059,1.6061532,4.941311,2.2329586,-1.3967214,3,7
1.9000000000000001,1,5.394288,24.975729,1.1937422,4.5,1.9909022,-1.3745283,3,8
1.9000000000000001,1,5.565267,6.87102,0.72920066,4.585365,1.9822787,1.7412097,3,9
1.9000000000000001,1,-3.4599905,53.237976,2.1091907,7.4787064,3.039543,1.7267394,6,1
1.9000000000000001,1,20.404911,52.592197,3.8171246,12.31958,3.5096173,0.2344616,6,2
1.9000000000000001,1,17.306675,56.30141,3.5908496,6.255791,2.4074259,0.2263216,30,1
2.0,1,9.0646925,-13.341075,0.44231978,4.567095,2.2061188,1.7505373,3,1
2.0,1,0.868635,31.417381,0.75841117,4.5165815,2.0381668,1.7856864,3,10
2.0,1,9.349632,25.386768,1.3786976,4.6002235,2.2345426,-1.3600227,3,2
2.0,1,9.008511,7.2516794,1.1192867,4.5,2.017372,-1.400302,3,4
2.0,1,14.981031,-4.268621,1.0196923,4.68329,2.0789692,-1.3623556,3,5
2.0,1,12.321347,-10.874608,0.7523354,4.5,2.03,-1.3751868,3,6
2.0,1,13.324275,24.338514,1.6080132,4.941311,2.2329586,-1.396633,3,7
2.0,1,5.3899283,24.967237,1.1954608,4.5,1.9909022,-1.3744401,3,8
2.0,1,5.810589,5.4918227,0.73371357,4.585365,1.9822787,1.7412981,3,9
2.0,1,5.1236744,-26.84624,0.22004472,0.35690376,0.66683096,-1.409894,0,1
2.0,1,-3.272421,52.306366,2.1023386,7.4787064,3.039543,1.726828,6,1
2.0,1,20.408634,52.598373,3.8210366,12.31958,3.5096173,0.2345479,6,2
2.1,1,9.318091,-14.6826315,0.40799108,4.567095,2.2061188,1.7504925,3,1
2.1,1,1.0850874,30.2834,0.73591375,4.5165815,2.0381668,1.7857181,3,10
2.1,1,9.189761,26.318686,1.3723828,4.6002235,2.2345426,-1.3600683,3,2
2.1,1,11.687904,14.398922,1.2479069,4.5,2.0686362,-1.4085519,3,3
2.1,1,14.836782,-3.412736,1.0548449,4.68329,2.0789692,-1.3624014,3,5
2.1,1,12.266418,-10.501877,0.7447416,4.5,2.03,-1.3755051,3,6
2.1,1,13.3264885,24.337927,1.5931208,4.941311,2.2329586,-1.3966799,3,7
2.1,1,5.3945436,24.960157,1.1859263,4.5,1.9909022,-1.3744862,3,8
2.1,1,6.089636,4.184803,0.71234334,4.585365,1.9822787,1.7412511,3,9
2.1,1,5.13739,-26.879385,0.21884799,0.35865355,0.64083725,-1.4100654,0,1
2.1,1,-3.0747538,51.374214,2.0751536,7.4787064,3.039543,1.7267807,6,1
2.1,1,20.42474,52.604477,3.7971425,12.31958,3.5096173,0.23449935,6,2
2.1,1,17.30793,56.302666,3.5715392,6.255791,2.4074259,0.22635956,30,1
2.2,1,9.555777,-16.00393,0.36290738,4.567095,2.2061188,1.7504536,3,1
2.2,1,1.302577,29.13822,0.7216918,4.5165815,2.0381668,1.7857378,3,10
2.2,1,18.654037,-24.042723,0.4850143,4.56717,2.0,-1.3904068,3,13
2.2,1,9.022624,27.264233,1.377642,4.6002235,2.2345426,-1.3601083,3,2
2.2,1,11.5443535,15.230973,1.2432516,4.5,2.0686362,-1.4085647,3,3
2.2,1,8.854686,8.219634,1.1488678,4.5,2.017372,-1.4003888,3,4
2.2,1,14.72949,-2.5495894,1.0860016,4.68329,2.0789692,-1.3624412,3,5
2.2,1,12.146031,-10.136156,0.7588698,4.5,2.03,-1.3758024,3,6
2.2,1,13.327736,24.337517,1.5924519,4.941311,2.2329586,-1.3967197,3,7
2.2,1,5.401986,24.960915,1.1854767,4.5,1.9909022,-1.374526,3,8
2.2,1,6.379526,2.9161062,0.6914187,4.585365,1.9822787,1.7412113,3,9
2.2,1,5.1399765,-26.851286,0.21966629,0.36124983,0.6160532,-1.4100839,0,1
2.2,1,-2.8772771,50.439827,2.0488927,7.4787064,3.039543,1.7267405,6,1
2.2,1,20.43477,52.612118,3.795516,12.31958,3.5096173,0.23446192,6,2
2.3000000000000003,1,9.788288,-17.335041,0.31929082,4.567095,2.2061188,1.7505056,3,1
2.3000000000000003,1,1.5167868,27.98126,0.71514386,4.5165815,2.0381668,1.7858281,3,10
2.3000000000000003,1,18.513214,-23.389198,0.48615247,4.56717,2.0,-1.3903521,3,13
2.3000000000000003,1,8.84622,28.214462,1.3904909,4.6002235,2.2345426,-1.3600571,3,2
2.3000000000000003,1,11.402119,16.06128,1.2521356,4.5,2.0686362,-1.4085917,3,3
2.3000000000000003,1,8.776522,8.694542,1.1750659,4.5,2.017372,-1.4003369,3,4
2.3000000000000003,1,14.577964,-1.6774683,1.1110456,4.68329,2.0789692,-1.36239,3,5
2.3000000000000003,1,12.04422,-9.687219,0.7920513,4.5,2.03,-1.3757436,3,6
2.3000000000000003,1,13.324711,24.338428,1.6015205,4.941311,2.2329586,-1.3966678,3,7
2.3000000000000003,1,5.40774,24.968287,1.191624,4.5,1.9909022,-1.3744746,3,8
2.3000000000000003,1,6.647248,1.6160562,0.68073976,4.585365,1.9822787,1.7412633,3,9
2.3000000000000003,1,5.1192346,-26.718431,0.21836905,0.5681253,0.6108794,-1.4098576,0,1
2.3000000000000003,1,-2.6864827,49.501724,2.0269246,7.4787064,3.039543,1.7267925,6,1
2.3000000000000003,1,20.426449,52.622093,3.8103037,12.31958,3.5096173,0.23451579,6,2
2.4000000000000004,1,10.025429,-18.720947,0.29080725,4.567095,2.2061188,1.7501959,3,1
2.4000000000000004,1,1.7441438,26.809553,0.70716375,4.5165815,2.0381668,1.785535,3,10
2.4000000000000004,1,18.352037,-22.750887,0.4816542,4.56717,2.0,-1.3906546,3,13
2.4000000000000004,1,8.682242,29.152344,1.3933735,4.6002235,2.2345426,-1.3603663,3,2
2.4000000000000004,1,11.265871,16.88571,1.2531201,4.5,2.0686362,-1.4090084,3,3
2.4000000000000004,1,8.70479,9.161374,1.190324,4.5,2.017372,-1.4006464,3,4
2.4000000000000004,1,12.014017,-9.197062,0.82494146,4.5,2.03,-1.3755307,3,6
2.4000000000000004,1,13.333827,24.333305,1.599383,4.941311,2.2329586,-1.3969773,3,7
2.4000000000000004,1,5.4273906,24.974993,1.1913686,4.5,1.9909022,-1.374784,3,8
2.4000000000000004,1,6.890298,0.29686108,0.646995,4.585365,1.9822787,1.7409537,3,9
2.4000000000000004,1,-2.4754345,48.558662,2.0018406,7.4787064,3.039543,1.7264824,6,1
2.4000000000000004,1,20.42783,52.623474,3.8065922,12.31958,3.5096173,0.23420325,6,2
2.5,1,10.276924,-20.1764,0.29471904,4.567095,2.2061188,1.7498482,3,1
2.5,1,1.968267,25.623638,0.7008345,4.5165815,2.0381668,1.7851784,3,10
2.5,1,18.171623,-22.126888,0.48196012,4.56717,2.0,-1.3909899,3,13
2.5,1,8.518892,30.070007,1.3921709,4.6002235,2.2345426,-1.3607131,3,2
2.5,1,11.118445,17.711721,1.2497659,4.5,2.0686362,-1.4094268,3,3
2.5,1,8.630485,9.621776,1.1998651,4.5,2.017372,-1.4009937,3,4
2.5,1,11.935459,-8.931289,0.80622935,4.5,2.03,-1.3758776,3,6
2.5,1,13.340466,24.327362,1.5947154,4.941311,2.2329586,-1.3973246,3,7
2.5,1,5.4456434,24.980234,1.1889849,4.5,1.9909022,-1.3751309,3,8
2.5,1,7.105771,-1.011265,0.57795984,4.585365,1.9822787,1.7406065,3,9
2.5,1,5.0927415,-26.877865,0.21078442,0.35857332,0.6404997,-1.4096805,0,1
2.5,1,-2.268877,47.60924,1.977666,7.4787064,3.039543,1.7261347,6,1
2.5,1,20.42473,52.62306,3.7987688,12.31958,3.5096173,0.23385371,6,2
2.6,1,10.58388,-21.61262,0.31461394,4.567095,2.2061188,1.751337,3,1
2.6,1,2.1454208,24.433907,0.7016684,4.5165815,2.0381668,1.7866287,3,10
2.6,1,18.036732,-21.449589,0.50230914,4.56717,2.0,-1.3895006,3,13
2.6,1,10.929562,18.57129,1.251382,4.5,2.0686362,-1.4079678,3,3
2.6,1,8.537458,10.095698,1.2120717,4.5,2.017372,-1.3995042,3,4
2.6,1,14.147283,0.8431636,1.1321454,4.68329,2.0789692,-1.3615571,3,5
2.6,1,11.863195,-8.623065,0.7562415,4.5,2.03,-1.37939,3,6
2.6,1,13.3012295,24.352678,1.5986406,4.941311,2.2329586,-1.3958352,3,7
2.6,1,5.41741,24.997864,1.1910172,4.5,1.9909022,-1.3736418,3,8
2.6,1,7.3280554,-2.3054378,0.5337055,4.585365,1.9822787,1.742096,3,9
2.6,1,5.1269903,-26.884457,0.21116991,0.3574106,0.6571085,-1.4075173,0,1
2.6,1,-2.1536617,46.655277,1.9605405,7.4787064,3.039543,1.7276239,6,1
2.6,1,20.333845,52.665493,3.8037171,12.31958,3.5096173,0.23534767,6,2
2.6,1,17.25501,56.32074,3.578853,6.255791,2.4074259,0.22720776,30,1
2.7,1,10.866889,-23.019651,0.31501225,4.567095,2.2061188,1.7509845,3,1
